source,target,NACE,weight
AE,KW,C,11483155.575222816
AE,AT,C,434752069.0
AE,AT,G,1235477137.0
AE,AT,B,102956552.53569847
AE,AT,C,259336748.19041517
AE,AT,J,14327058.0
AE,AT,H,0.0
AE,AT,K,4219112466.2606463
AE,AU,B,0.0
AE,AU,H,41775708.0
AE,AU,I,247646080.0
AE,AU,H,64820029.23846969
AE,AU,H,809242074.5647883
AE,AU,L,25462141.0
AE,AU,H,62649000.0
AE,AU,H,117525303.0
AE,AU,H,37645958.0
AE,AU,,0.0
AE,BE,C,57519844.47716309
AE,BE,H,9802209.721012115
AE,BE,C,60508514.0
AE,BE,H,0.0
AE,BE,C,158941240.0
AE,BE,H,57061598.0
AE,BE,C,58265565.0
AE,BE,H,74756554.8
AE,BE,L,6247201.9809275055
AE,BE,H,4000004.25
AE,BF,J,129607836.12
AE,BG,G,26847637.52197918
AE,BH,K,34065823.08087349
AE,BH,K,19770757.24972845
AE,BH,C,30144000.244140625
AE,BH,K,5767336.444259605
AE,BH,K,4135500.0
AE,BM,K,8470799.732208252
AE,BR,H,80439162.0
AE,BR,S,10073347.0
AE,BR,L,31903193.18305206
AE,BR,C,56628266.400000006
AE,BR,C,205959220.9552954
AE,CA,G,56261248.11172485
AE,CA,B,8751749.70626831
AE,CA,B,175034994.1253662
AE,CA,G,1914420082.981014
AE,CA,C,4982774193.0
AE,CH,C,583623.9865549867
AE,CH,K,118307131.0
AE,CH,H,0.0
AE,CH,K,14928448.424999999
AE,CN,C,11841160.78444704
AE,CN,C,243036.18080671728
AE,CN,C,3273234.645
AE,CN,B,1008236.819805105
AE,CN,C,9369135.298548937
AE,CN,B,11913146.580431255
AE,CN,C,11258385.106942141
AE,CN,B,3719072.0055189338
AE,CN,C,1058858.6333080633
AE,CN,C,218785.63957499026
AE,CN,B,4974372.1575
AE,CN,F,29855342.7985257
AE,CN,C,2719233.3554041195
AE,CN,C,21499119.0901026
AE,CN,C,276708.39816075383
AE,CN,J,4714402.317156815
AE,CN,N,2031758.0425655036
AE,CN,C,16074723.512404224
AE,CN,H,7306534.800000001
AE,CN,C,320752411.0
AE,CO,K,2605838.25
AE,CO,D,855946.9900704188
AE,CO,C,1579845.2863261513
AE,CO,C,1133735.4404194707
AE,CO,C,11626566.275998207
AE,CW,K,0.0
AE,CZ,I,14504150.0
AE,DE,C,0.0
AE,DE,C,1104229969.0
AE,DE,M,51346372.5
AE,DE,L,6623676.5
AE,DE,M,1348454595.0
AE,DE,C,871800598.0
AE,DE,M,1704133462.3580704
AE,DE,C,19789551.0
AE,DE,C,1316193.5184949492
AE,DE,C,21844823.0
AE,DE,C,23970867.0
AE,DE,C,104401222.0
AE,DE,H,0.0
AE,DE,H,5191754.140421734
AE,DE,G,3291498.159985666
AE,DE,K,26307954.96
AE,DE,N,10524134.346777039
AE,DE,H,14569207.0
AE,DE,E,10553000.0
AE,DE,S,10112348.4
AE,DE,H,1524996.122921047
AE,DE,C,81996699.0
AE,DE,G,0.0
AE,DE,K,9166519.13224473
AE,DZ,H,28329702.0
AE,EG,H,5960000.038146973
AE,EG,B,2836000.061035156
AE,EG,,10000000.0
AE,EG,F,378703446.66
AE,EG,C,15155155.151491126
AE,EG,C,679481.0095181614
AE,EG,L,559269.6553814864
AE,EG,L,176382.82600882344
AE,EG,C,5110443.755810728
AE,EG,S,17409701.405439723
AE,EG,H,70165515.0
AE,EG,C,155647.17972101425
AE,EG,J,163296.7929176319
AE,EG,L,0.0
AE,EG,K,0.0
AE,EG,K,16534250.0
AE,EG,K,37559451.07336268
AE,EG,K,132584331.0
AE,EG,K,2221123.611226454
AE,ES,H,6184842.46
AE,ES,G,27780588.0
AE,ES,H,385087368.0
AE,ES,C,14206600566.0
AE,ES,B,73485157.0
AE,ES,D,154101367.0
AE,ES,C,21070405.5
AE,ES,D,0.0
AE,ES,G,380703126.0
AE,ES,G,19105548.0
AE,ES,H,14216801.0
AE,ES,H,12184302.0
AE,ES,H,13976718.844402734
AE,ES,H,2498606.4723149873
AE,ES,G,121775589.0
AE,ES,G,3982710385.0
AE,ES,M,39512482.0
AE,ES,C,2464175980.0
AE,ES,G,205859096.45
AE,ES,B,161353199.52132475
AE,ES,D,99104057.90027963
AE,ES,D,136278406.6
AE,ES,L,11861688.0
AE,ES,G,11552235425.0
AE,ES,N,28180310.0
AE,ES,G,25350073.0
AE,ES,G,18435362.60702637
AE,ES,H,18260810.4
AE,ES,H,15157304.0
AE,ES,E,3045043.8293646527
AE,ES,K,9146917.052705385
AE,FI,M,39324256.0
AE,FI,C,243392753.0
AE,FR,H,74182440.5
AE,FR,L,14782040.783061828
AE,FR,H,40084431.5
AE,FR,C,306204314.0
AE,FR,G,4797383.0
AE,FR,J,2734484.0540001295
AE,FR,G,13891453.0
AE,FR,C,4554888.54
AE,FR,C,182866124.0
AE,GB,G,102201320.0
AE,GB,H,174109753.72
AE,GB,K,38773441.0
AE,GB,H,111831079.08
AE,GB,H,91929880.0
AE,GB,G,8994296.849567985
AE,GB,H,116406315.89999999
AE,GB,K,44274462.54
AE,GB,K,11151906.0
AE,GB,N,174393525.0
AE,GB,N,192589118.0
AE,GB,N,140893810.0
AE,GB,H,168596440.0
AE,GB,J,40735610.0
AE,GB,L,29133457.0
AE,GB,N,27391764.0
AE,GB,N,66854452.430381455
AE,GB,N,12309620.26
AE,GB,M,94187474.0
AE,GB,N,53120155.0
AE,GB,H,167498205.0
AE,GB,I,41195760.0
AE,GB,H,222277445.0
AE,GB,N,90908832.26518355
AE,GB,,144960000.0
AE,GB,N,19809499.16
AE,GB,M,23766543.0
AE,GB,K,219704.48953143953
AE,GB,H,67798779.0
AE,GB,D,8195733.2
AE,GB,I,38257284.0
AE,GB,N,94010965.0
AE,GB,J,0.0
AE,GB,H,0.0
AE,GB,G,109083.8983346045
AE,GB,I,10864727.0
AE,GB,H,1166908503.8290586
AE,GB,M,77386944.0
AE,GB,B,702406026.0
AE,GB,H,246501311.0
AE,GB,H,58439220.0
AE,GB,B,17395027.0
AE,GB,N,65672801.0
AE,GB,M,12689013.54
AE,GB,N,17859376.0
AE,GB,N,104115511.0
AE,GB,N,8676913.05
AE,GB,N,77685511.0
AE,GB,H,44128502.0
AE,GB,N,61823468.0
AE,GB,G,184045834.56
AE,GB,I,13195124.0
AE,GB,,477685366.0
AE,GB,C,0.0
AE,GB,G,171662714.0
AE,GB,H,28433965.7
AE,GB,N,10757150.0
AE,GB,M,5120804.099219981
AE,GB,M,95416177.72108477
AE,GB,K,7670809.922558423
AE,GB,N,133489553.0
AE,GB,H,464789209.13484913
AE,GB,B,3180238.27454955
AE,GB,N,11186000.0
AE,GB,H,1047043406.0
AE,ID,J,7037524.519614271
AE,ID,H,43034702.269999996
AE,SA,K,37551088.59244232
AE,IN,L,0.0
AE,IN,K,6056229.30043705
AE,IN,C,84264217.0
AE,IN,L,0.0
AE,IN,J,43929563.0
AE,IN,C,25152580.85189804
AE,IN,K,0.0
AE,IN,N,0.0
AE,IN,J,1395730.904787469
AE,IN,D,113001087.0
AE,IN,D,0.0
AE,IN,C,5606213.8414046485
AE,IN,F,27513380.993138783
AE,IN,Q,704539.949079752
AE,IN,N,3795405.85512185
AE,IN,F,24502612.918709744
AE,IN,C,0.0
AE,IN,C,38706312.55890202
AE,IN,C,2894337.261680853
AE,IN,C,63452068.00928651
AE,IN,D,340000.34455767274
AE,IN,C,5414646.2838587025
AE,IN,C,103066538.55421276
AE,IN,C,9495046.241687166
AE,IN,C,13161485.636121416
AE,IN,D,18397222.08774904
AE,IN,C,5677059.245820255
AE,IN,C,175690325.6348057
AE,IN,C,308085860.8600536
AE,IN,J,2111743.899282265
AE,IN,C,33991609.695785284
AE,IN,J,248335421.36106396
AE,IN,C,9099665.340441182
AE,IN,C,14131093.861815266
AE,IN,C,12593489.053652737
AE,IN,C,26014045.63092457
AE,IN,C,0.0
AE,IN,C,4955801.516110046
AE,IN,C,3390028.907030029
AE,IN,C,7309371.492566867
AE,IN,J,553320.1319753742
AE,IN,C,4910306.620318047
AE,IN,C,8282829.072330044
AE,IN,J,35642999.51124882
AE,IN,J,63185426.39192738
AE,IN,H,839430324.24
AE,IN,F,8598219.994621536
AE,IN,C,17888968.987699974
AE,IN,C,7430806.059848047
AE,IN,S,9631036.550675798
AE,IN,I,4952305.813287797
AE,IN,H,1238085.1555745245
AE,IN,J,3441007.3672750047
AE,IN,K,574313.9375
AE,IN,H,1569911.8850641774
AE,IN,K,5334581.888328696
AE,IN,K,26285315.028402343
AE,IN,K,21933158.5001001
AE,IN,K,7375910.550953203
AE,IN,K,15911415.878329834
AE,IN,K,75162507.95990998
AE,IN,K,140784855.74659407
AE,IN,K,61102507.2074053
AE,IN,K,14726119.660000002
AE,IN,K,6635056.647566564
AE,IT,K,435421362.9835637
AE,IT,G,40832189.0
AE,IT,C,16212.344412151715
AE,IT,H,35363021.699999996
AE,IT,C,233378021.0
AE,IT,M,658238.5047176731
AE,IT,I,80410220.0
AE,IT,I,0.0
AE,IT,C,49404738.0
AE,IT,N,42945946.5
AE,IT,H,1697185229.25
AE,JO,K,10000000.0
AE,JP,C,0.0
AE,JP,C,44077506.99082779
AE,KE,K,0.0
AE,KR,C,0.0
AE,KR,F,701585283.4354626
AE,KR,H,121031671.78457549
AE,KR,K,15991684.14779268
AE,KR,H,8436203.983187867
AE,KR,K,63195739.28083465
AE,KR,L,33225317.0
AE,KR,H,0.0
AE,KW,J,214813.0607985537
AE,KW,K,22157799.797058105
AE,KW,K,747865.3835965919
AE,KY,B,690760762.0
AE,CN,C,0.0
AE,LB,K,27622412.160930276
AE,LK,I,0.0
AE,LU,,194123539.12
AE,LU,N,12708860.333239743
AE,LY,K,0.0
AE,MA,F,17144722.377478294
AE,MA,C,84723555.70894653
AE,MA,D,10533135.0
AE,MA,D,211736129.0
AE,MA,J,1714641040.75
AE,MA,C,10470327.348042635
AE,MA,G,12814575.0
AE,MT,,56303657.86810379
AE,MY,C,6280844.199140535
AE,MY,D,1669496.1802838515
AE,MY,C,1206793.97
AE,MY,K,432546.8318266839
AE,MY,A,2082908.7720685015
AE,MY,K,44605497.894917965
AE,MY,C,4199373.698478725
AE,MY,K,168789799.51999998
AE,MY,K,5309430.996977823
AE,MY,K,642913754.0
AE,MY,J,4117018.993060566
AE,MY,K,2917562.332933506
AE,NL,C,252307703.0
AE,NL,H,94862780.0
AE,NL,H,57501211.2
AE,NL,B,173277180.0
AE,NL,K,194477657.0
AE,NL,H,46295534.0
AE,NL,K,582764400.0
AE,NL,N,1135142847.0
AE,NL,G,31964734.0
AE,NZ,L,17928089.149497412
AE,OM,B,405000000.0
AE,OM,K,18238751.8
AE,OM,C,24000000.0
AE,OM,C,36172041.75
AE,PE,D,48057211.44
AE,PE,H,127383792.0
AE,PE,B,30840286.0
AE,PG,B,352806170.4136591
AE,PK,C,0.0
AE,PK,J,601637182.35
AE,PK,K,9565287.386085968
AE,PK,K,0.0
AE,PT,G,223848463.67289785
AE,PT,G,877041275.2624161
AE,PT,D,224283760.44186896
AE,QA,J,915116528.9216942
AE,QA,B,300000000.0
AE,RO,H,45431531.0
AE,RO,I,14076398.882875977
AE,RS,H,147818440.63
AE,RS,G,30186075.0
AE,SA,G,10000000.0
AE,SA,C,0.0
AE,SA,J,492574478.2935097
AE,SA,C,2232780.8945020814
AE,SA,G,2975337.924995992
AE,SA,L,0.0
AE,SA,N,1051705.227639325
AE,SA,C,80964.82818402529
AE,SA,G,3902375.4209617167
AE,SA,G,218311.7135749277
AE,SA,S,22270170.0
AE,SC,H,52744400.0
AE,SD,K,0.0
AE,SE,K,34380528.160159394
AE,SE,C,0.0
AE,SE,C,156388070.0
AE,SE,G,0.0
AE,SE,L,24463375.0
AE,SG,H,132228549.0
AE,SG,C,2537093201.0
AE,SG,C,170142351.0
AE,SG,S,200864000.0
AE,SG,C,47458186.089999996
AE,SG,G,4298019218.0
AE,SG,G,7372920597.0
AE,SG,K,18591550.0
AE,SG,B,154797587.0
AE,SG,M,39563362.28
AE,SG,K,61996212.0
AE,SN,H,99847264.5
AE,SY,K,139058317.4
AE,TH,H,25024701.615
AE,TH,I,17303309.153794024
AE,TN,G,8928053.190254746
AE,TN,K,6612912.6645149235
AE,TW,C,1216143082.9998312
AE,TW,C,362283418.8514189
AE,TW,C,82141483.38370782
AE,US,K,0.0
AE,US,G,0.0
AE,US,N,17500000.0
AE,US,C,0.0
AE,US,C,1271250.0393390656
AE,US,C,1957499.921321869
AE,US,S,110700001.71661377
AE,US,,0.0
AE,US,K,537600002.2888184
AE,US,K,3675000071.5255737
AE,US,M,0.0
AE,US,C,8628750.085830688
AE,US,C,6108749.806880951
AE,US,K,490500011.4440918
AE,US,C,386999988.55590814
AE,ZA,J,31022224.312189505
AE,ZA,K,1299469.665
AE,ZA,G,32415565.186752886
AE,ZA,G,3197508.182273969
AE,ZA,G,17528840.406599876
AE,ZA,G,22494968.23168588
AE,ZA,G,9362074.564458791
AE,ZA,C,10647945.587355362
AE,ZA,G,4812466.453619768
AE,ZA,C,4325532.500916811
AE,ZA,H,14778058.754484639
AE,ZA,C,12818170.68018355
AE,ZA,K,12952917.794684231
AE,ZA,K,4504125.273589662
AE,ZA,K,4764561.303305102
AE,ZA,C,2292850.750109699
AE,ZA,C,15443511.46413739
AE,ZA,K,5873933.108208122
AE,ZA,G,15079137.6225
AE,ZA,K,527633.0619465337
AE,ZA,C,15383141.23795539
AE,ZA,K,7224961.4332955135
AE,ZA,K,1849321.4090854272
AE,ZA,J,6048021.766115913
AE,ZA,C,46652590.68197186
AE,ZA,C,89822.53544479531
AE,ZA,K,98967.37743261004
AE,ZA,K,57944.63527460335
AE,ZA,B,2345267.134692538
AE,ZA,K,6452295.782037564
AE,ZA,C,3211000.7077211905
AE,ZA,B,1566284.4914457195
AE,ZA,M,10361844.5
AE,ZA,M,759875.7391947474
AF,SA,K,100002.89376476077
AL,SA,K,100002.89376476077
AO,BR,B,14583397.95
AO,CV,J,3098650.0
AO,CV,G,36591249.57101498
AO,GB,B,9082954.0
AO,PT,K,277571156.15649945
AO,SG,K,3380478895.5966663
AR,BO,K,4097200.0
AR,CL,,7492994.2
AR,ES,M,0.0
AR,US,K,340500011.44409186
AR,PA,K,0.0
AR,US,C,112526000.0
AT,AL,G,17656341.0
AT,AU,G,0.0
AT,AU,B,0.0
AT,BA,,19818986.0
AT,BG,D,31774723.0
AT,BG,D,170993261.0
AT,BG,G,0.0
AT,BG,D,394342759.0
AT,BG,D,89514954.0
AT,CH,I,0.0
AT,CZ,H,21341706.0
AT,CZ,H,12957604.0
AT,CZ,H,12655564.0
AT,CZ,H,51411483.0
AT,CZ,E,8528338.49
AT,CZ,E,11260470.0
AT,CZ,G,0.0
AT,CZ,H,45696829.0
AT,CZ,F,85144606.0
AT,DE,H,5524157.5
AT,DE,K,209394.5223158926
AT,DE,M,23348963.0
AT,DE,R,267627.64617297414
AT,DE,H,17418581.0
AT,DE,H,24536761.0
AT,DE,E,46830218.0
AT,DE,F,12650232.0
AT,DE,D,126253914.99
AT,DE,H,26093672.0
AT,DE,H,33189929.0
AT,DE,M,0.0
AT,DE,H,1493681776.0
AT,DE,D,20108759.0
AT,DE,G,33916432.0
AT,DE,H,489549454.0
AT,DE,H,20582380.0
AT,DE,H,55198545.0
AT,DE,H,23092958.0
AT,DE,G,266083551.0
AT,DE,D,43629320.0
AT,DE,D,1717865.5
AT,DE,H,0.0
AT,DE,D,8444237.5
AT,DE,G,0.0
AT,DE,G,0.0
AT,DE,K,0.0
AT,DE,H,0.0
AT,DE,D,56981808.30640183
AT,DE,H,24005780.0
AT,DE,D,37979224.0
AT,DE,D,77186370.0
AT,GB,G,0.0
AT,HR,M,15553305.0
AT,HR,H,16238322.0
AT,HR,E,0.0
AT,HR,H,17068811.0
AT,HR,G,56443848.0
AT,HR,G,11387503.0
AT,HR,K,0.0
AT,HR,K,684942806.0
AT,HR,L,12206239.0
AT,HU,H,0.0
AT,HU,G,0.0
AT,HU,H,0.0
AT,HU,C,41113905.0
AT,HU,E,0.0
AT,HU,H,0.0
AT,HU,L,0.0
AT,HU,H,250616178.0
AT,HU,H,0.0
AT,HU,D,0.0
AT,HU,H,18034165.0
AT,HU,M,10729895.0
AT,US,K,4799999.892711639
AT,IT,H,19930326.0
AT,IT,D,32817871.872086108
AT,IT,F,8780093.5
AT,IT,D,7268191.56
AT,IT,H,17823174.0
AT,KZ,B,0.0
AT,KZ,B,0.0
AT,MD,G,0.0
AT,MK,K,159976.69525680898
AT,MK,D,356565477.6
AT,MK,D,26447695.0
AT,MK,D,26666141.0
AT,NL,K,19817666.5
AT,NO,B,0.0
AT,NO,B,579201.3819828558
AT,NZ,B,0.0
AT,PL,H,18691652.0
AT,RO,G,0.0
AT,RO,G,0.0
AT,RO,H,10899185.0
AT,RO,H,5425278.05
AT,RO,B,0.0
AT,RO,D,26155381.0
AT,RO,B,0.0
AT,RS,G,0.0
AT,RS,D,74564080.0
AT,RU,N,12522993.0
AT,RU,E,12751562.6
AT,SI,H,7549303.88
AT,SI,H,6180170.5
AT,SI,D,390617318.0
AT,SI,F,11653725.0
AT,SI,K,41359398.06893888
AT,SI,H,14411359.741431389
AT,SI,G,0.0
AT,SI,K,36803903.0
AT,SI,D,13006943.24
AT,SI,K,0.0
AT,SK,G,0.0
AT,SK,H,34851667.0
AT,SK,H,11246029.0
AT,SK,D,5487356.5
AT,SK,E,12650960.0
AT,TR,N,68917500.0
AU,BM,L,53092544.78556279
AU,CH,C,0.0
AU,CW,B,0.0
AU,FR,C,0.0
AU,FR,C,0.0
AU,GB,C,40355520.92434411
AU,GB,C,5602182.571766238
AU,GB,B,922265.5173265216
AU,GB,B,0.0
AU,GB,I,0.0
AU,GB,C,1185744.8978749171
AU,GB,K,0.0
AU,NZ,K,3647485.71602026
AU,NZ,S,6865268.252864514
AU,NZ,L,5618594.939974546
AU,NZ,P,2694573.262443781
AU,NZ,K,8760476.7
AU,NZ,J,1538160.0098052907
AU,NZ,S,4349457.615458498
AU,NZ,J,0.0
AU,NZ,C,8149215.720926743
AU,NZ,K,3886290.91
AU,NZ,L,648731.2645015239
AU,NZ,S,5530109.781986061
AU,NZ,G,16711433.036178228
AU,NZ,Q,10418497.0
AU,NZ,C,1207658.3300498067
AU,NZ,J,19964316.977877762
AU,NZ,K,2989512.9000000004
AU,NZ,K,1121122.3441592504
AU,NZ,K,6916570.121923868
AU,NZ,H,11290888.56371731
AU,NZ,K,1439493.9085256266
AU,NZ,C,1064274.4913583088
AU,NZ,A,515999.9847412109
AU,NZ,C,350000.3235620642
AU,NZ,C,0.0
AU,NZ,N,1173553.8769092893
AU,NZ,C,19404508.954879794
AU,NZ,K,28541269.360209085
AU,NZ,D,22996776.350534335
AU,NZ,D,75885716.2292436
AU,NZ,R,17934594.50625673
AU,NZ,D,7347537.755800481
AU,NZ,H,27968628.517500002
AU,NZ,D,7092695.24247026
AU,NZ,C,1035371.3092080671
AU,NZ,I,782148.3402482987
AU,NZ,M,14053857.782200055
AU,NZ,D,12091161.35524762
AU,NZ,H,0.0
AU,NZ,J,63996046.363780245
AU,NZ,C,3673968.8842316363
AU,NZ,L,1932158.04
AU,NZ,N,16753272.84684391
AU,NZ,C,6582309.7907410525
AU,NZ,Q,3476788.758868203
AU,NZ,H,82342860.7127334
AU,NZ,N,42815154.290338784
AU,NZ,C,15783129.22143905
AU,NZ,B,356883.8687668443
AU,NZ,C,27864000.082015995
AU,NZ,C,1715815.3773151159
AU,NZ,Q,4251126.651718991
AU,NZ,G,106763424.06892082
AU,NZ,C,6841013.685556835
AU,NZ,C,10863132.720047902
AU,NZ,S,14295768.639475422
AU,NZ,L,1620998.2581321143
AU,NZ,K,1394363728.1930935
AU,SG,K,3616301.8897686005
AU,SG,K,7122899.407959538
AU,TW,C,0.0
AU,US,G,0.0
AU,US,M,1266999.9599456787
AU,US,S,38699998.85559081
AU,US,C,0.0
AZ,CH,B,37913252.0
AZ,CH,H,2061855.6
AZ,CH,H,3628666.56
AZ,CH,G,14737669.0
AZ,CH,K,3023888.8000000003
AZ,CH,G,545494199.0
AZ,GB,K,23863418.0
AZ,SA,K,500014.4874507963
AZ,MT,K,22649012388.316494
AZ,RU,K,25135029.0
AZ,RU,H,13979794.0
AZ,SG,G,5269576271.0
BA,CN,C,3415238.1232032585
BA,HR,G,19372698.0
BB,US,K,4200000.017881392
BD,GB,K,10171012.0
BD,SA,K,5050146.200314904
BD,NP,K,0.0
BD,PK,K,1020795.7889177907
BE,AE,,0.0
BE,AT,K,32445649.57153091
BE,AU,H,14539664.0
BE,AU,N,12434880.0
BE,BI,K,3760024.0335669327
BE,BI,K,3244930.8315110207
BE,CD,K,3584346.383478699
BE,CH,I,2131841.6616761023
BE,CH,K,67881705.81316404
BE,CH,J,10415560.0
BE,CN,,0.0
BE,CZ,K,9384953.16
BE,CZ,K,16834627.0
BE,CZ,K,8416865.0
BE,DE,M,0.0
BE,DE,G,0.0
BE,DE,C,0.0
BE,DE,F,0.0
BE,DE,J,26543347.0
BE,DE,J,0.0
BE,DE,K,85380204.0
BE,ES,G,0.0
BE,ES,H,0.0
BE,FR,F,218563.54474476335
BE,FR,Q,0.0
BE,FR,J,8090071.11
BE,FR,Q,0.0
BE,FR,K,2845252.0
BE,FR,G,26438006.0
BE,FR,Q,0.0
BE,FR,K,169436.34
BE,FR,F,446311.00290982245
BE,FR,C,0.0
BE,FR,Q,0.0
BE,FR,K,626002464.0
BE,FR,N,11298044.0
BE,FR,F,45896.60218276186
BE,FR,M,0.0
BE,FR,N,541455.9500000001
BE,FR,F,628350.7980692268
BE,FR,F,519268.7742440748
BE,FR,G,0.0
BE,FR,H,1246303.812446773
BE,FR,M,1005408.3372513914
BE,FR,M,2169540.281853964
BE,FR,R,6720017.12
BE,FR,Q,0.0
BE,FR,L,10309037.67
BE,FR,M,29170801.0
BE,FR,M,0.0
BE,FR,K,12908052.06
BE,FR,H,14289548.0
BE,FR,N,0.0
BE,FR,F,3640568.0569177866
BE,FR,C,0.0
BE,FR,F,1059411.675
BE,FR,Q,0.0
BE,FR,G,0.0
BE,FR,K,1680373503.841868
BE,FR,Q,0.0
BE,FR,M,0.0
BE,FR,F,1129547.0313128757
BE,FR,L,222270.37478827953
BE,FR,L,727213.3034750152
BE,FR,Q,0.0
BE,FR,F,3232054.36
BE,FR,Q,0.0
BE,FR,L,173664.56
BE,GB,F,0.0
BE,GB,L,14366480.0
BE,GB,H,49424375.45
BE,GB,H,18552478.0
BE,GB,J,55361762.0
BE,GI,K,55321836.0
BE,IE,S,54207459.0
BE,IE,K,19020076.0
BE,US,K,9900000.393390654
BE,IL,K,13706214.94857437
BE,IL,K,20906331.979421236
BE,IN,C,0.0
BE,IT,H,259640.15540437103
BE,IT,H,1492733.7397065354
BE,IT,F,0.0
BE,IT,G,19323.710357519387
BE,IT,F,0.0
BE,IT,K,62919251.49999999
BE,IT,H,26198.785814411473
BE,JP,S,354242239.0
BE,KH,K,28107225.0
BE,KR,C,0.0
BE,LU,C,7474863.904058933
BE,LU,S,19466521.441744275
BE,LU,K,19284142.0
BE,LU,D,4202960.366832886
BE,LU,G,138666093.0
BE,LU,K,5263489.221917912
BE,LU,K,482190937.7810598
BE,LU,H,30066055.76
BE,LU,J,133967682.0
BE,NL,G,0.0
BE,NL,K,0.0
BE,NL,C,0.0
BE,NL,M,135624824.0
BE,NL,S,45070278.0
BE,NL,S,34458798.0
BE,NL,H,56351625.0
BE,NL,C,0.0
BE,NL,G,0.0
BE,NL,L,2848140.1172119332
BE,NL,G,0.0
BE,NL,K,0.0
BE,NL,K,0.0
BE,NL,G,0.0
BE,NL,J,116576434.0
BE,NL,G,0.0
BE,NL,C,990847.2490185071
BE,NL,K,0.0
BE,NL,C,0.0
BE,NL,K,0.0
BE,NL,M,1030054.2982748151
BE,NL,K,0.0
BE,NL,K,25854435.134999998
BE,NL,M,0.0
BE,NL,K,0.0
BE,PT,C,49657038.508827746
BE,RO,C,0.0
BE,RW,K,0.0
BE,TZ,K,3487439.4417665484
BE,UA,K,17690770.37459676
BE,US,M,110250000.0
BE,US,C,175000000.0
BE,US,C,375096000.0
BE,ZA,M,0.0
BF,SA,K,900026.0997638222
BF,KE,K,249741.89532995224
BF,LY,K,2441380.503078382
BF,TN,K,7667815.854710006
BG,CH,K,1385340.928643188
BG,RU,K,1221106.3875000002
BG,RU,K,3920052.884479981
BH,AE,K,0.0
BH,ES,C,30926095.689999998
BH,ES,C,0.0
BH,GB,C,461235298.24669325
BH,GB,M,0.0
BH,GB,N,1485252.923017521
BH,SA,K,250007.2437253979
BH,JO,J,0.0
BH,KW,K,22171100.101470947
BH,KW,K,83841.41
BH,SA,S,3930030.0
BH,US,P,84367927.41622925
BI,KE,K,2236556.550717354
BI,KE,K,78350.39824873209
BJ,SA,K,200005.78752952203
BJ,KE,K,1051801.9830942154
BJ,KE,K,79982.70155668257
BJ,LY,K,3537932.9991248134
BN,SA,K,1250036.2
BO,US,K,27300000.786781307
BO,PA,K,0.0
BR,AR,K,396729989.36520046
BR,AR,K,34868744.0
BR,AT,G,0.0
BR,AT,K,38573737.0
BR,BO,K,4097200.0
BR,DE,G,0.0
BR,ES,K,71932582.0
BR,ES,L,1063529.6449407388
BR,ES,K,1638526828.0
BR,ES,K,54022379.5
BR,ES,K,40659132.0
BR,ES,K,22366444.653953396
BR,ES,K,62187940.255289376
BR,ES,K,42077586.92143585
BR,ES,K,127703925.39272109
BR,ES,J,145269.13480048062
BR,ES,J,27240517.892541956
BR,ES,M,0.0
BR,GB,K,17030197.94
BR,GB,S,12187198.0
BR,GB,N,30793070.98
BR,US,K,340500011.44409186
BR,NL,B,4389583000.0
BR,NL,K,421441500.0
BR,NL,C,567455200.0
BR,NL,B,10791937000.0
BR,NL,H,356096000.0
BR,PA,K,0.0
BR,PE,B,357561017.9871578
BR,PT,K,764154.6711647771
BR,PT,K,404240.1017403698
BR,SG,G,1162460148.0
BR,US,K,13468192.647972107
BR,US,K,871500.0033378601
BR,UY,G,357768322.8514561
BR,UY,,8530420.956796683
BS,US,K,6299999.80330467
BW,KE,K,220360.50389170647
BY,AT,G,0.0
BY,LT,G,22302793.200000003
BY,LT,H,6768560.7
BY,LV,G,9781390.3
BY,RU,G,3616935.4000000004
BY,RU,G,12319010.0
BY,RU,G,6129939.39
BY,RU,G,17610807.0
BZ,US,K,3599999.919533727
CA,AE,L,1629322.5460379743
CA,AE,K,26876.459014177315
CA,AR,K,512882.6585361787
CA,AT,C,3872499.812687068
CA,AT,B,454828.14823546604
CA,AT,L,103903.50412875408
CA,AT,L,206658.86141188504
CA,AT,K,2195879.8225556044
CA,AU,N,321802.4359528511
CA,AU,C,4773009.949927031
CA,AU,C,91957279.54624811
CA,AU,C,19123.268259890367
CA,AU,F,8192429.202337872
CA,AU,C,1012388.7298487767
CA,AU,C,4279213.494752122
CA,AU,B,7003800.278306006
CA,AU,K,18812200.197875492
CA,AU,C,4086590.550029649
CA,AU,B,630400.2795094551
CA,AU,C,462979.9555912946
CA,AU,H,31584891.643271875
CA,AU,K,0.0
CA,AU,K,5006609.032604286
CA,AU,B,9655132.88366049
CA,AU,B,5604083.739859242
CA,AU,N,3755542.252102546
CA,AU,P,3295958.776186907
CA,AU,D,17423304.344339877
CA,AU,J,890872.942770617
CA,AU,C,2042691.364969258
CA,AU,H,26023991.1858982
CA,AU,N,107981834.00121187
CA,AU,K,1707455356.0
CA,AU,D,1438600.3824368156
CA,BD,K,186182.35445701244
CA,BE,J,7576106.881860811
CA,BE,G,15369769.202533029
CA,BE,B,3055636.923701189
CA,BE,C,184441.155
CA,BE,K,1761034.4043772165
CA,BE,K,0.0
CA,BE,M,447625.15330575255
CA,BM,L,5453999.878093597
