source,target,NACE,weight
DE,DK,D,1359471.244184742
DE,DK,H,16817293.0
DE,DK,H,187855326.0
DE,EE,H,40441602.0
DE,ES,H,88725450.07984908
DE,ES,H,260584260.0
DE,ES,H,67791168.0
DE,ES,H,14823405.632264253
DE,ES,C,18410794.0
DE,ES,H,13095217.600000001
DE,ES,H,2768610.4112935066
DE,ES,H,13144166.0
DE,ES,J,0.0
DE,ES,H,17155981.0
DE,ES,D,20202102.78467411
DE,ES,H,13532540.0
DE,ES,H,24906912.642033692
DE,ES,H,25477196.0
DE,FI,H,473122260.0
DE,FI,N,28450160.0
DE,FR,H,1364278087.0
DE,FR,J,0.0
DE,FR,C,0.0
DE,FR,C,0.0
DE,FR,C,0.0
DE,FR,H,16739202.0
DE,FR,N,11385293.221279677
DE,FR,H,1134420.0296401978
DE,FR,H,201025445.0
DE,FR,H,2842115.338458596
DE,FR,K,0.0
DE,FR,G,71921.30239632845
DE,FR,H,16711860.0
DE,GB,H,64241041.0
DE,GB,H,60315473.0
DE,GB,H,34938908.0
DE,GB,H,33767758.0
DE,GB,H,17578327.0
DE,GB,H,233531314.0
DE,GB,H,15991451.0
DE,GB,H,36669800.0
DE,GB,,56022000.0
DE,GB,G,45714230.0
DE,GB,H,69877878.0
DE,GB,F,47639492.0
DE,GB,H,43208312.0
DE,GB,J,0.0
DE,GB,H,14554418.0
DE,GB,H,1193402.3378820587
DE,GB,,34037559.0
DE,GB,H,111009551.0
DE,GB,H,74734646.0
DE,GB,H,60616872.0
DE,GB,H,55196611.0
DE,GB,C,24100847.0
DE,GB,H,31121315.0
DE,GB,H,118652784.0
DE,GB,H,318175220.0
DE,GB,H,20739653.0
DE,GB,H,55048987.0
DE,GB,H,13518726.0
DE,GB,H,15445464.0
DE,GB,M,1974969.8829585332
DE,GB,G,0.0
DE,GB,H,24189161.0
DE,GB,H,16463273.0
DE,GB,H,792533.3791055749
DE,GB,M,28616911.0
DE,GB,,0.0
DE,GB,H,50197078.0
DE,GB,H,121504000.0
DE,GB,H,140351000.0
DE,GB,H,399814978.0
DE,GB,H,252934027.0
DE,GB,H,1873648.0452932739
DE,GB,H,1933126.1
DE,GB,H,23197161.0
DE,GB,H,14318297.0
DE,GB,H,25583238.0
DE,GB,N,0.0
DE,GB,,99771373.0
DE,GB,J,0.0
DE,GB,H,55857228.0
DE,GB,H,15640762.0
DE,GB,H,342635285.0
DE,GB,N,14933397.0
DE,GB,H,777488017.0
DE,GB,H,791219080.0
DE,GB,J,1477162.627697166
DE,GB,N,7953601.896243188
DE,GB,N,28017803.0
DE,GB,H,141771573.0
DE,GB,B,35545535.0
DE,GB,H,41759137.0
DE,GB,D,0.0
DE,GB,H,1077701.6
DE,GB,N,20672917.0
DE,GB,E,43412990.0
DE,GB,D,28790174.0
DE,GB,E,39958144.0
DE,GB,H,10787976.0
DE,GB,H,6300307.098045158
DE,GB,O,5825419.655483627
DE,GB,E,13191664.0
DE,GR,J,0.0
DE,GR,F,0.0
DE,GR,J,0.0
DE,GR,L,0.0
DE,GR,J,0.0
DE,GR,J,0.0
DE,GR,H,38390271.0
DE,GR,J,0.0
DE,GR,M,0.0
DE,GR,J,0.0
DE,GR,F,0.0
DE,GR,F,0.0
DE,CN,H,193535909.0
DE,HR,H,28267680.183988955
DE,HR,H,14512110.917601315
DE,HR,H,11406431.274752198
DE,HR,J,0.0
DE,HR,H,15722038.0
DE,HR,J,0.0
DE,HR,G,0.0
DE,HU,J,0.0
DE,HU,G,0.0
DE,HU,J,0.0
DE,HU,H,69429468.0
DE,HU,H,35691600.66018147
DE,HU,H,0.0
DE,HU,J,0.0
DE,HU,J,0.0
DE,HU,H,0.0
DE,HU,J,0.0
DE,HU,D,0.0
DE,ID,H,45664976.28
DE,ID,K,3905746.621982289
DE,IE,N,68027045.0
DE,IE,K,210707977.32536688
DE,IE,S,75895203.0
DE,US,K,56999999.284744255
DE,IN,C,0.0
DE,IN,Q,0.0
DE,IN,C,0.0
DE,IN,C,0.0
DE,IN,C,0.0
DE,IN,H,155019602.0
DE,IN,C,0.0
DE,IN,D,0.0
DE,IN,Q,0.0
DE,IN,K,0.0
DE,IN,K,0.0
DE,IN,C,18749139.631317403
DE,IT,L,0.0
DE,IT,H,12430280.0
DE,IT,H,13298.296502759893
DE,IT,H,34566352.0
DE,IT,H,41882219.4
DE,IT,H,587072819.0
DE,IT,H,33009363.63521091
DE,IT,H,11853980.0
DE,IT,H,41775930.0
DE,IT,C,0.0
DE,IT,H,10310069.0
DE,IT,H,16972808.6
DE,IT,H,13843357.83
DE,IT,H,47459034.0
DE,IT,H,5785005.354276008
DE,IT,M,1048481.1134928083
DE,IT,H,12072024.504816895
DE,IT,H,15529029.0
DE,IT,H,53402969.0
DE,IT,J,0.0
DE,IT,H,22983552.0
DE,IT,H,12430989.877309324
DE,IT,N,10581003.0
DE,JP,G,0.0
DE,JP,F,60228647.0
DE,JP,H,13426800.0
DE,KE,K,922593.375
DE,KE,K,18030590.094566345
DE,KG,K,3275730.0000000005
DE,KR,H,138806825.0
DE,LB,K,10968328.8
DE,LT,H,14671557.0
DE,LU,K,92405572.0
DE,LU,,35623019.0
DE,LU,K,291135173.0
DE,LU,H,24716636.0
DE,LU,K,71750481.0
DE,LV,H,29668222.0
DE,MD,K,0.0
DE,ME,J,0.0
DE,ME,J,0.0
DE,MK,J,0.0
DE,MK,K,0.0
DE,MK,G,0.0
DE,ML,K,11559192.245949442
DE,MT,K,16287881.0
DE,MT,K,14015784.0
DE,MX,G,0.0
DE,MX,J,0.0
DE,MY,M,190465811.0
DE,MY,,0.0
DE,NL,N,54184124.0
DE,NL,N,41061214.0
DE,NL,J,0.0
DE,NL,C,0.0
DE,NL,H,16581989.0
DE,NL,K,0.0
DE,NL,H,509108182.0
DE,NL,H,5928421.5
DE,NL,H,3531336.549938011
DE,NL,H,10180277.790000001
DE,NL,C,8671247433.871998
DE,NL,H,141251513.0
DE,NL,H,18078029.0
DE,NL,J,0.0
DE,NL,K,0.0
DE,NL,J,0.0
DE,NL,D,2909325.69
DE,NL,K,0.0
DE,NO,H,445948489.0
DE,NO,H,1939028.3499999999
DE,NO,B,28862629.0
DE,NO,B,75476582.84722687
DE,NZ,H,36245778.0
DE,NZ,H,30159784.0
DE,PA,K,779369.8515287496
DE,PE,H,12991657.0
DE,PH,H,76619397.0
DE,PH,D,0.0
DE,PL,H,19580073.0
DE,PL,F,10449118.0
DE,PL,H,381821880.88065374
DE,PL,J,0.0
DE,PL,J,0.0
DE,PL,J,0.0
DE,PL,G,24725671.0
DE,PL,H,30113559.0
DE,PL,D,93221414.99307434
DE,PL,F,24604120.0
DE,PL,H,177203619.0
DE,PL,D,0.0
DE,PL,G,0.0
DE,PL,H,19128708.0
DE,PL,G,0.0
DE,PL,H,16788599.0
DE,PL,D,0.0
DE,PL,Q,13703809.0
DE,PL,H,12467148.285703659
DE,PT,H,75211031.0
DE,PT,C,680838.8474565984
DE,PT,H,12030326.24174366
DE,PT,K,4713163.245
DE,PT,H,47494912.0
DE,PT,H,15365135.0
DE,PT,G,1452502.5442640285
DE,PT,H,7312018.4
DE,RO,J,0.0
DE,RO,H,45306694.0
DE,RO,J,0.0
DE,RO,G,0.0
DE,RO,J,0.0
DE,RO,D,0.0
DE,RO,J,0.0
DE,RO,J,0.0
DE,RO,H,114878598.81741807
DE,RS,H,4546403.893600158
DE,RS,K,7457012.833400832
DE,RU,H,72339499.0
DE,RU,C,3799421.84412632
DE,RU,K,18243213.14541733
DE,RU,K,12444838.365984956
DE,RU,G,22916501.0
DE,RU,K,13829849.060222026
DE,RU,G,215366238.0
DE,RU,G,0.0
DE,RU,G,23282610.0
DE,SE,H,14284831.0
DE,SE,N,18828319.0
DE,SE,M,24251175.0
DE,SE,H,96232590.0
DE,SE,H,1271687751.0
DE,SE,H,125005956.0
DE,SE,H,280505831.0
DE,SE,H,3899119.3499999996
DE,SE,H,64018118.0
DE,SE,H,15119617.0
DE,SE,H,49975612.0
DE,SE,,7816644.6
DE,SG,N,330950757.0
DE,SG,G,0.0
DE,SG,J,0.0
DE,SI,G,13205488.0
DE,SI,H,40351267.0
DE,SI,N,22155745.0
DE,SI,H,0.0
DE,SI,H,13113325.235627746
DE,SI,H,14924786.473494569
DE,SI,H,14127195.0
DE,SK,H,50059664.0
DE,SK,G,0.0
DE,SK,G,45385015.0
DE,SK,J,0.0
DE,SK,J,0.0
DE,SK,G,18400163.0
DE,SK,J,0.0
DE,SK,C,0.0
DE,SK,H,147017393.0
DE,SK,H,6453474.805554657
DE,SK,M,0.0
DE,SK,J,0.0
DE,TH,H,153318410.0
DE,TH,N,15373336.0
DE,TH,M,0.0
DE,TH,N,28591571.0
DE,TR,N,87710555.35000001
DE,TR,C,6245523.972595367
DE,UA,K,4581617.269856691
DE,US,J,0.0
DE,US,J,0.0
DE,US,C,0.0
DE,US,J,0.0
DE,US,M,0.0
DE,US,G,37500000.0
DE,US,J,0.0
DE,US,C,22473986.624629214
DE,US,J,0.0
DE,ZA,J,0.0
DJ,SA,K,50001.446882380136
DJ,KE,K,78350.39824873209
DJ,KE,K,4182685.0
DJ,KW,K,25152.42399946748
DK,BM,G,9164983.502746645
DK,BM,C,6494703.607576321
DK,BR,C,3447589.5433730865
DK,BR,C,3500813.2913507232
DK,BR,C,63841.64695131465
DK,CA,H,2720046.024084912
DK,CH,C,1108551.0640385875
DK,CL,E,732806.3175208232
DK,CL,C,4616205.850000001
DK,DE,H,5288215.2
DK,DE,G,22674431.24256821
DK,DE,D,30066223.0
DK,DE,D,1449279286.0
DK,DE,D,1101677124.24
DK,GB,D,492615110.0
DK,GB,B,16754093.0
DK,GB,D,34640164.0
DK,GB,B,1009037.8536959526
DK,GB,D,36030347.0
DK,GB,N,34753784.0
DK,GB,D,31331162.52
DK,GB,D,10244666.5
DK,GB,B,169031931.0
DK,GB,D,400033633.0
DK,GB,D,76084394.24572302
DK,GB,D,14695269.0
DK,GB,D,22025105.0
DK,GB,D,286270502.0
DK,GB,D,113638477.39999999
DK,GB,N,86557990.0
DK,GB,N,21830803.0
DK,GB,B,15656755.0
DK,GB,D,103593906.0
DK,GB,N,24928807.0
DK,GB,N,29509523.0
DK,GB,K,15898144.290630111
DK,GB,,24125332.0
DK,GB,N,62974357.04
DK,GB,D,34982888.0
DK,US,K,5100000.053644178
DK,IN,C,1927359.2453564021
DK,IN,C,1104245.0268787527
DK,IN,J,7183193.431443111
DK,IN,J,8228059.313953685
DK,IS,C,2045678.5184288025
DK,IT,K,2514623.246193789
DK,IT,K,1289045.4527220614
DK,IT,K,2552109.774971126
DK,NG,K,2317957.8187490148
DK,NL,D,291577589.0
DK,NO,H,0.0
DK,NO,B,971325517.0
DK,NO,G,0.0
DK,NO,H,0.0
DK,PL,K,1877801.5363249357
DK,PL,D,15757594.0
DK,SE,H,0.0
DK,SE,C,4434017.041671324
DK,SE,D,52508440.0
DK,SE,H,0.0
DK,SE,H,0.0
DK,TR,C,2930932.7116885455
DK,TW,C,11165108.880373083
DK,TW,C,1807574.5903265572
DK,US,C,2250000.0894069667
DK,ZA,C,2788747.7257888783
DK,ZA,C,4505763.1225000005
DK,ZA,G,9882847.87020907
DK,ZW,C,473023.1826496124
DO,US,K,18300000.429153442
DO,PA,K,0.0
DZ,CH,K,10568382.5
DZ,EG,B,1604000.0915527344
DZ,ES,D,464309984.16
DZ,ES,H,6011777.100000001
DZ,ES,C,118321369.17999999
DZ,ES,G,176450654.1
DZ,ES,D,101152535.54832229
DZ,ES,D,58405031.4
DZ,ES,D,267422719.0
DZ,ES,D,6212241.0
DZ,FR,K,0.0
DZ,FR,I,0.0
DZ,IT,H,14959318.5
DZ,KE,K,1106699.434247017
DZ,KW,K,209603.52500000002
DZ,NL,K,90879911.0
DZ,PE,D,39797378.25
DZ,PT,D,65819404.03588767
DZ,SA,S,6550050.0
EC,US,K,18300000.429153442
EC,PA,K,0.0
EE,LT,D,24305228.0
EE,LV,D,50647949.0
EG,DE,H,1879101.6712110043
EG,FR,K,2509397.99161087
EG,GB,K,48426921.0
EG,GH,C,35434275.40822428
EG,GH,C,31549.353304107783
EG,JO,K,17912676.0
EG,JO,K,19264345.591303825
EG,KW,K,209603.52500000002
EG,LB,K,67979915.04
EG,SA,S,3930030.0
EG,SA,K,288031.008079052
EG,SA,K,2495987.269493589
ES,BR,K,18228355.59266136
ES,CO,E,1737570.8984019936
ES,CO,M,20251587.907478333
ES,CO,K,6704664.470136566
ES,DE,J,9573311.300739747
ES,DZ,N,0.0
ES,FR,J,3109102.407702989
ES,FR,C,20069869.080998115
ES,GB,C,314601.89390115545
ES,US,K,59100000.85830688
ES,NL,C,3268576160.815813
ES,NL,K,0.0
ES,PE,K,11989882.268957518
ES,PT,N,14587660.0
ET,KE,K,1007484.5253586768
FI,AU,C,1547369.1589467644
FI,BE,G,29620656.0
FI,CA,G,18753749.37057495
FI,CH,C,0.0
FI,DE,C,2111573.146402661
FI,DE,K,17287205.0
FI,DE,C,28556346.0
FI,DE,E,0.0
FI,DK,E,51249434.0
FI,DK,K,1430218.89
FI,EE,B,17734713.0
FI,EE,D,35337256.0
FI,EE,H,11752161.0
FI,EE,G,246247390.0
FI,EE,C,40805253.0
FI,EE,G,11966694.0
FI,EE,D,26788622.0
FI,EE,,64433174.0
FI,EE,H,13834009.0
FI,EE,B,10501194.0
FI,EE,D,26536968.0
FI,ES,C,22506673.0
FI,ES,C,0.0
FI,FR,C,175599.68688807962
FI,FR,G,13708263.0
FI,GB,K,416881.22500000003
FI,GB,C,2748593.5104109882
FI,IE,K,116718146.0
FI,US,K,4799999.892711639
FI,IT,C,9036431.590098187
FI,IT,C,3636433.8392687687
FI,JP,F,61430497.83605991
FI,JP,C,8750105.988432044
FI,LT,H,13304899.0
FI,LT,D,7617647.937666628
FI,LT,G,153928193.0
FI,LT,D,23858147.05
FI,LU,B,1464617.7392632412
FI,LV,G,292736502.0
FI,LV,G,22346234.0
FI,LV,D,11637523.0
FI,LV,D,18353171.0
FI,NL,H,428706206.0
FI,NL,C,2104108.141667251
FI,NO,M,10045592.0
FI,NO,G,31272274.0
FI,NO,D,251945126.0
FI,NO,J,21474362.0
FI,NO,D,65743503.0
FI,NO,G,14131902.0
FI,NO,C,0.0
FI,NO,D,27006264.0
FI,NO,D,59251856.0
FI,NO,D,312212643.0
FI,NO,N,22912645.0
FI,NO,D,7993178.600000001
FI,NO,D,13073318.0
FI,NO,G,128232203.39999999
FI,PL,D,207785512.0
FI,PL,C,11282511.0
FI,PL,D,27432994.0
FI,PL,D,196500847.0
FI,PL,D,43700241.0
FI,RU,C,8330387.964910316
FI,RU,G,302165229.0
FI,RU,H,122409530.0
FI,RU,D,361766598.2870205
FI,RU,D,980192680.9790434
FI,RU,D,145963684.0
FI,SE,K,8022122.952753982
FI,SE,D,940383219.0
FI,SE,C,49822.337828737494
FI,SE,D,0.0
FI,SE,D,25919819.319140624
FI,SE,C,621424548.0975816
FI,SE,D,8926238.64
FI,SE,C,28749199.0
FI,SE,B,136569.0824599862
FI,SE,G,10261195.0
FI,SE,D,165393452.64000002
FI,SE,E,56361589.0
FI,SE,D,176388626.3542115
FI,SE,D,47767098.0
FI,SE,G,27931627.0
FI,SE,D,209010535.76000002
FI,SE,M,18765310.0
FI,SE,G,127360682.0
FI,SE,D,250496783.0
FI,SE,J,60142127.0
FI,SE,M,19411401.0
FI,SE,G,71355519.0
FI,SE,K,42871291.0
FI,SE,C,30249764.0
FI,SE,M,19196773.0
FI,SE,G,13697777.0
FI,SE,F,69533666.0
FI,SE,D,0.0
FI,SE,,7272995.25
FI,SE,D,0.0
FI,SG,C,1838793105.0
FI,TH,D,1141410.2341102413
FI,US,K,2543750.1072883606
FI,US,C,10200000.10728836
FR,AE,C,0.0
FR,AR,D,207037196.75
FR,AR,E,0.0
FR,AR,K,46704327.008148804
FR,AT,C,115560.61421701888
FR,AT,C,0.0
FR,AT,F,0.0
FR,AT,C,160604.59410905832
FR,AT,G,16280336.0
FR,AT,H,66527120.00000001
FR,AT,F,30708.263313616793
FR,AU,H,197577525.0
FR,AU,M,0.0
FR,AU,H,188362647.0
FR,AU,,89737250.0
FR,AU,G,0.0
FR,AU,B,21918000.0
FR,AU,H,12325482.0
FR,AU,,0.0
FR,AU,,0.0
FR,AU,H,119532634.0
FR,AU,H,48638141.0
FR,AU,,57723567.0
FR,AU,D,0.0
FR,AU,K,0.0
FR,AU,H,511339155.0
FR,AU,,20964862.0
FR,AU,H,479627376.0
FR,AU,H,67434452.0
FR,AU,H,48013752.0
FR,AU,,0.0
FR,AU,H,23016093.0
FR,AU,H,18921416.0
FR,AU,,0.0
FR,AU,K,0.0
FR,AU,F,0.0
FR,AU,H,1945505.2741676904
FR,AU,H,31088026.0
FR,AU,H,375617458.0
FR,AU,,16172112.0
FR,AU,H,23370413.0
FR,AU,H,47008806.0
FR,AU,O,0.0
FR,AU,F,0.0
FR,AU,,108278052.0
FR,AU,H,132891977.0
FR,BE,J,7576106.881860811
FR,BE,H,2268575.1028044024
FR,BE,E,0.0
FR,BE,M,0.0
FR,BE,H,12329106.95696411
FR,BE,C,14253455.856947325
FR,BE,F,0.0
FR,BE,N,0.0
FR,BE,F,0.0
FR,BE,C,3182136.968869443
FR,BE,F,0.0
FR,BE,C,0.0
FR,BE,D,0.0
FR,BE,D,0.0
FR,BE,K,2445881.02
FR,BE,E,0.0
FR,BE,F,0.0
FR,BE,H,16781068.062540434
FR,BE,C,0.0
FR,BE,H,0.0
FR,BE,F,0.0
FR,BE,C,0.0
FR,BE,J,136121.546408984
FR,BE,F,0.0
FR,BE,C,0.0
FR,BE,H,11662461.041984253
FR,BE,E,0.0
FR,BE,M,0.0
FR,BE,F,0.0
FR,BE,F,0.0
FR,BE,E,0.0
FR,BE,B,0.0
FR,BE,F,0.0
FR,BE,C,57380408.44617576
FR,BE,L,531569.5016036124
FR,BE,F,10684906.700000001
FR,BE,N,0.0
FR,BE,H,0.0
FR,BE,N,38574479.0
FR,BE,S,0.0
FR,BE,H,15549506.756535875
FR,BE,F,0.0
FR,BE,R,24137800.78866577
FR,BE,H,14892950.749922257
FR,BE,E,0.0
FR,BE,C,28487826.0
FR,BE,F,0.0
FR,BE,N,0.0
FR,BE,M,0.0
FR,BE,H,121399307.0
FR,BE,H,113425629.0
FR,BE,E,0.0
FR,BE,M,10113815.1
FR,BE,H,25288229.56338684
FR,BE,E,0.0
FR,BE,K,30525228.821049575
FR,BE,G,0.0
FR,BE,E,0.0
FR,BE,D,178121224.0
FR,BE,E,0.0
FR,BE,H,11347285.296985624
FR,BE,M,0.0
FR,BE,H,16363882.0
FR,BE,N,0.0
FR,BE,E,0.0
FR,BE,D,0.0
FR,BE,D,2138905582.5961013
FR,BE,H,17532031.0
FR,BE,E,0.0
FR,BE,D,0.0
FR,BE,M,0.0
FR,BE,H,12767585.0
FR,BE,H,281876972.9612666
FR,BE,C,5939326.66
FR,BE,M,0.0
FR,BE,M,0.0
FR,BE,M,20669996.0
FR,BE,E,0.0
FR,BE,C,295604.0526264906
FR,BE,F,17425769.0
FR,BE,C,45138.736793652155
FR,BE,M,24762568.0
FR,BE,F,0.0
FR,BG,H,13279978.25
FR,BR,D,0.0
FR,BR,M,53136622.67096572
FR,BR,D,544241233.0
FR,BR,K,32104650.0
FR,BR,H,62614785.0
FR,BR,K,123923282.0
FR,BR,G,59530644.06826103
FR,BR,D,0.0
FR,BR,D,0.0
FR,BR,D,0.0
FR,BR,C,40018819.57
FR,BR,C,13196256.0
FR,BR,H,20344146.700000003
FR,BR,K,0.0
FR,BR,F,0.0
FR,BR,M,0.0
FR,BR,K,985084273.0
FR,BR,K,27870340.0
FR,BR,M,17185822.0
FR,BR,M,21482278.0
FR,BR,K,10740064.656644514
FR,BR,K,52811924.199999996
FR,CA,H,61562435.993385315
FR,CD,K,2687362.7834786987
FR,CH,L,1332530.75781618
FR,CH,K,40696246.08
FR,CH,H,158359019.0
FR,CH,H,0.0
FR,CH,H,15165301.0
FR,CH,G,0.0
FR,CH,D,27107975.505000003
FR,CH,D,17358518.0
FR,CH,D,14726340.0
FR,CH,H,16364826.0
FR,CH,D,96743318.07318649
FR,CH,F,0.0
FR,CH,C,0.0
FR,CH,F,0.0
FR,CH,K,156543525.2463281
FR,CH,C,0.0
FR,CH,K,716840.2147773718
FR,CI,K,6881864.049530984
FR,CL,E,0.0
FR,CL,,0.0
FR,CL,,0.0
FR,CL,,0.0
FR,CL,,0.0
FR,CL,,0.0
FR,CL,,0.0
FR,CL,,0.0
FR,CL,K,0.0
FR,CL,K,0.0
FR,CL,,0.0
FR,CL,,0.0
FR,CL,,0.0
FR,CL,D,0.0
FR,CL,E,0.0
FR,CL,E,0.0
FR,CL,,0.0
FR,CL,E,0.0
FR,CL,,0.0
FR,CL,K,0.0
FR,CL,H,87655243.0
FR,CN,C,0.0
FR,CN,D,114538677.75
FR,CN,C,16236799.0
FR,CN,D,393785382.0
FR,CN,C,103139910.4
FR,CN,M,23471153.0
FR,CN,H,127268775.0
FR,CN,H,330310698.0
FR,CN,G,0.0
FR,CN,C,0.0
FR,CN,F,8650163.700000001
FR,CO,E,0.0
FR,CY,H,36719864.2
FR,CY,K,70444190.0
FR,CY,K,124975418.0
FR,CZ,E,0.0
FR,CZ,F,8163306.0
FR,CZ,C,0.0
FR,CZ,H,32846000.0
FR,CZ,D,0.0
FR,CZ,E,0.0
FR,CZ,G,19145666.0
FR,CZ,H,11830205.0
FR,CZ,E,0.0
FR,DE,C,145081511.921021
FR,DE,D,0.0
FR,DE,D,0.0
FR,DE,H,46841937.0
FR,DE,M,87112759.0
FR,DE,H,54654005.0
FR,DE,M,19071848.0
FR,DE,C,47831516.0
FR,DE,D,0.0
FR,DE,M,147362177.0
FR,DE,M,0.0
FR,DE,D,0.0
FR,DE,D,0.0
FR,DE,G,292510.8274294728
FR,DE,B,0.0
FR,DE,M,29152384.2
FR,DE,H,12912946.02
FR,DE,B,21355805.2749218
FR,DE,M,13420781.0
FR,DE,H,239551387.0
FR,DE,S,589473.3980003563
FR,DE,C,0.0
FR,DE,H,5288215.2
FR,DE,M,238232.65575910805
FR,DE,C,300924.47207381355
FR,DE,B,0.0
FR,DE,H,96955635.0
FR,DE,D,31935815.0
FR,DE,D,9472412.0
FR,DE,C,114110338.0
FR,DE,H,19008532.0
FR,DE,H,15001660.0
FR,DE,H,286310114.0
FR,DE,D,0.0
FR,DE,M,28500439.0
FR,DE,C,100250560.0
FR,DE,B,0.0
FR,DE,D,0.0
FR,DE,K,0.0
FR,DE,H,101773270.0
FR,DE,D,0.0
FR,DE,D,0.0
FR,DE,E,0.0
FR,DE,K,446916.6581353825
FR,DE,H,13652838.0
FR,DE,D,165661.8225
FR,DE,C,9912700.0
FR,DE,H,29669597.0
FR,DE,H,39047222.0
FR,DE,M,0.0
FR,DE,C,11016830.0
FR,DE,N,0.0
FR,DE,H,25384377.2
FR,DE,H,2638107.82
FR,DE,M,60150656.0
FR,DE,H,41684510.0
FR,DE,M,81681867.0
FR,DE,E,0.0
FR,DE,E,0.0
FR,DE,C,5077721.677622116
FR,DE,H,19760589.0
FR,DE,J,8291866.814456124
FR,DE,H,0.0
FR,DE,H,0.0
FR,DE,C,155357.05846142868
FR,DE,D,6091678.9328916
FR,DE,L,754008.8357431196
FR,DE,M,4428512.409989975
FR,DE,G,180690.98602865337
FR,DE,E,0.0
FR,DE,J,64809.88757531341
FR,DE,E,0.0
FR,DE,M,14135866.0
FR,DE,F,0.0
FR,DE,K,0.0
FR,DE,H,24638979.4
FR,DE,C,3626947.3868470057
FR,DE,B,603529083.0
FR,DE,H,6256883.620021019
FR,DE,H,1297331.9326081076
FR,DE,H,31171185.0
FR,DE,H,1204118.1810858608
FR,DE,H,144164191.0
FR,DE,H,32799373.0
FR,DE,E,0.0
FR,DE,C,109778.19699143617
FR,DE,H,3302059.4367593
FR,DE,M,0.0
FR,DE,H,74795492.0
FR,DE,C,471685.094481132
FR,DE,,16007269.776654014
FR,DE,M,0.0
FR,DE,C,0.0
FR,DE,J,14542364.32169811
FR,DE,H,2126030.025
FR,DE,H,51994356.0
FR,DE,D,9359354.0
FR,DE,C,0.0
FR,DE,M,0.0
FR,DE,H,14777494.0
FR,DE,E,0.0
FR,DE,D,24852835.0890576
FR,DE,D,0.0
FR,DE,C,0.0
FR,DE,H,28189525.0
FR,DE,H,18547691.0
FR,DE,C,159282.52122696364
FR,DE,C,193479009.65690243
FR,DE,J,198002.18365175126
FR,DE,N,16826638.0
FR,DE,H,123847185.0
FR,DE,M,13866314.0
FR,DE,H,1491818587.0
FR,DE,H,754058580.7567149
FR,DE,C,0.0
FR,DE,G,0.0
FR,DE,C,7554524.279243178
FR,DE,M,0.0
FR,DE,J,49488.92473744244
FR,DE,J,115822.63157240301
FR,DE,K,1001526.875
FR,DE,L,206050.4113944143
FR,DE,C,2016113.8493363427
FR,DE,C,4323742.18617135
FR,DE,S,40881437.0
FR,DE,M,1279374842.0
FR,DE,H,126753980.0
FR,DE,H,47884521.0
FR,DE,G,0.0
FR,DE,J,1118834.829392092
FR,DE,M,0.0
FR,DE,J,33684.89416444539
FR,DE,H,14319733.0
FR,DE,D,0.0
FR,DE,K,44274310.39773862
FR,DE,K,1661946.8526486193
FR,DE,K,2167571.6443071743
FR,DE,K,39679697.61228962
FR,DE,K,25092469.65103384
FR,DK,H,81670861.0
FR,DK,H,123229927.0
FR,DK,F,16400863.0
FR,DK,H,91153871.0
FR,DK,C,683707.8661681082
FR,DZ,H,19068446.0
FR,EE,H,19869775.0
FR,EG,C,0.0
FR,EG,C,0.0
FR,ES,C,200676.40997416366
FR,ES,E,0.0
FR,ES,M,0.0
FR,ES,K,5094641.18652589
FR,ES,E,0.0
FR,ES,F,368155.82316741406
FR,ES,M,0.0
FR,ES,E,0.0
FR,ES,H,5996925.199999999
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,H,3678185.5
FR,ES,E,0.0
FR,ES,F,0.0
FR,ES,J,4947629.393741473
FR,ES,N,0.0
FR,ES,K,331504588.7029681
FR,ES,K,20652362.0
FR,ES,K,0.0
FR,ES,M,41534365.49473006
FR,ES,C,335718.42603124294
FR,ES,H,137894204.0
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,K,13485733.927370349
FR,ES,G,0.0
FR,ES,E,0.0
FR,ES,D,5409447.788220375
FR,ES,E,0.0
FR,ES,K,16446701.404194074
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,C,698520.2344784293
FR,ES,F,31800288.818549342
FR,ES,H,10554176.5
FR,ES,M,0.0
FR,ES,H,0.0
FR,ES,D,0.0
FR,ES,H,1753927.4129829598
FR,ES,M,250977.63165064572
FR,ES,J,90957.23935536845
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,D,718774.3555341404
FR,ES,I,1461969.528720922
FR,ES,B,12460410.665854841
FR,ES,D,6368826.368988265
FR,ES,F,227061.58438348118
FR,ES,H,102638065.0
FR,ES,H,17759010.0
FR,ES,J,10470112.137500001
FR,ES,D,66245.26583235024
FR,ES,M,0.0
FR,ES,H,119780.65655990879
FR,ES,S,470148.95400040806
FR,ES,E,0.0
FR,ES,H,14224359.0
FR,ES,H,74699915.0
FR,ES,S,21533163.0
FR,ES,C,14091290.0
FR,ES,H,15809328.0
FR,ES,C,18366043.0
FR,ES,H,32804543.0
FR,ES,E,0.0
FR,ES,E,0.0
FR,ES,D,0.0
FR,ES,M,0.0
FR,ES,K,0.0
FR,ES,M,0.0
FR,ES,D,0.0
